delta,N,N_source,L_case,L,N_need,purity_p,p_source,success_s,s_source,capacity_c,c_source,A_reachable_arrivals_per_night_cp95_lo,binding,spectra_S,P60_hours_H,wrong_routine_commitments_W,cost_slots,rubin_on_sky_nights,missed_rare_penalty
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1874,937.0,82,1874,188,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1874,937.0,82,1874,188,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1743,871.5,77,1743,388,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1743,871.5,77,1743,388,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1743,871.5,77,1743,218,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1743,871.5,77,1743,218,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1743,871.5,77,1743,175,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1743,871.5,77,1743,175,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1853,926.5,61,1853,412,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1853,926.5,61,1853,412,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1853,926.5,61,1853,232,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1853,926.5,61,1853,232,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1853,926.5,61,1853,186,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1853,926.5,61,1853,186,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1723,861.5,57,1723,383,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1723,861.5,57,1723,383,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1723,861.5,57,1723,216,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1723,861.5,57,1723,216,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1723,861.5,57,1723,173,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1723,861.5,57,1723,173,+100 slots per missed rare event (M UNDEMONSTRATED)
