delta,delta_status,N,L_case,N_need,purity_p,success_s,capacity_c,spectra_S,P60_hours,wrong_routine_commitments,cost_slots,missed_rare_penalty,p60_usable_nights_needed,spectra_per_month_first,p60_nights_per_month_first,rubin_on_sky_nights_per_month_first,return_month_R,months_after_R,completion_month,months_aggregate_Ubar,binding_first_month
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,4.5,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),13,59.2,13.2,18.7,2027-02,1,2027-02,0.67,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,4.5,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),13,41.6,9.2,20.7,2027-03,2,2027-04,0.67,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,4.5,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),13,94.5,21.0,20.0,2027-04,1,2027-04,0.67,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,4.5,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),13,103.5,23.0,20.7,2027-05,1,2027-05,0.67,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,4.5,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),13,113.6,25.2,20.0,2027-06,1,2027-06,0.67,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,4.5,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),13,115.9,25.7,20.7,2027-07,1,2027-07,0.67,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,4.5,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),13,104.6,23.2,20.7,2027-08,1,2027-08,0.67,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,4.5,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),13,101.2,22.5,20.0,2027-09,1,2027-09,0.67,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,166.0,20.8,20.7,2026-10,1,2026-10,0.47,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,148.0,18.5,20.0,2026-11,1,2026-11,0.47,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,98.0,12.2,20.7,2026-12,1,2026-12,0.47,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,84.0,10.5,20.7,2027-01,1,2027-01,0.47,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,105.2,13.2,18.7,2027-02,1,2027-02,0.47,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,74.0,9.2,20.7,2027-03,1,2027-03,0.47,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,168.0,21.0,20.0,2027-04,1,2027-04,0.47,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,184.0,23.0,20.7,2027-05,1,2027-05,0.47,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,202.0,25.2,20.0,2027-06,1,2027-06,0.47,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,206.0,25.7,20.7,2027-07,1,2027-07,0.47,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,186.0,23.2,20.7,2027-08,1,2027-08,0.47,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,8,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),9,180.0,22.5,20.0,2027-09,1,2027-09,0.47,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,166.0,20.8,20.7,2026-10,1,2026-10,0.37,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,148.0,18.5,20.0,2026-11,1,2026-11,0.37,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,98.0,12.2,20.7,2026-12,1,2026-12,0.37,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,84.0,10.5,20.7,2027-01,1,2027-01,0.37,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,105.2,13.2,18.7,2027-02,1,2027-02,0.37,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,74.0,9.2,20.7,2027-03,1,2027-03,0.37,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,168.0,21.0,20.0,2027-04,1,2027-04,0.37,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,184.0,23.0,20.7,2027-05,1,2027-05,0.37,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,202.0,25.2,20.0,2027-06,1,2027-06,0.37,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,206.0,25.7,20.7,2027-07,1,2027-07,0.37,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,186.0,23.2,20.7,2027-08,1,2027-08,0.37,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,8,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),8,180.0,22.5,20.0,2027-09,1,2027-09,0.37,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,207.5,20.8,20.7,2026-10,1,2026-10,0.38,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,185.0,18.5,20.0,2026-11,1,2026-11,0.38,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,122.5,12.2,20.7,2026-12,1,2026-12,0.38,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,105.0,10.5,20.7,2027-01,1,2027-01,0.38,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,131.6,13.2,18.7,2027-02,1,2027-02,0.38,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,92.5,9.2,20.7,2027-03,1,2027-03,0.38,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,210.0,21.0,20.0,2027-04,1,2027-04,0.38,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,230.0,23.0,20.7,2027-05,1,2027-05,0.38,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,252.5,25.2,20.0,2027-06,1,2027-06,0.38,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,257.5,25.7,20.7,2027-07,1,2027-07,0.38,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,232.5,23.2,20.7,2027-08,1,2027-08,0.38,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,0.93,10,71,35.5,3,71,+100 slots per missed rare event (M UNDEMONSTRATED),8,225.0,22.5,20.0,2027-09,1,2027-09,0.38,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,207.5,20.8,20.7,2026-10,1,2026-10,0.3,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,185.0,18.5,20.0,2026-11,1,2026-11,0.3,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,122.5,12.2,20.7,2026-12,1,2026-12,0.3,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,105.0,10.5,20.7,2027-01,1,2027-01,0.3,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,131.6,13.2,18.7,2027-02,1,2027-02,0.3,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,92.5,9.2,20.7,2027-03,1,2027-03,0.3,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,210.0,21.0,20.0,2027-04,1,2027-04,0.3,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,230.0,23.0,20.7,2027-05,1,2027-05,0.3,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,252.5,25.2,20.0,2027-06,1,2027-06,0.3,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,257.5,25.7,20.7,2027-07,1,2027-07,0.3,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,232.5,23.2,20.7,2027-08,1,2027-08,0.3,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,0.93,10,57,28.5,3,57,+100 slots per missed rare event (M UNDEMONSTRATED),6,225.0,22.5,20.0,2027-09,1,2027-09,0.3,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,93.4,20.8,20.7,2026-10,1,2026-10,0.78,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,83.3,18.5,20.0,2026-11,1,2026-11,0.78,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,55.1,12.2,20.7,2026-12,2,2027-01,0.78,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,47.3,10.5,20.7,2027-01,2,2027-02,0.78,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,59.2,13.2,18.7,2027-02,2,2027-03,0.78,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,41.6,9.2,20.7,2027-03,2,2027-04,0.78,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,94.5,21.0,20.0,2027-04,1,2027-04,0.78,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,103.5,23.0,20.7,2027-05,1,2027-05,0.78,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,113.6,25.2,20.0,2027-06,1,2027-06,0.78,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,115.9,25.7,20.7,2027-07,1,2027-07,0.78,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,104.6,23.2,20.7,2027-08,1,2027-08,0.78,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,4.5,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),15,101.2,22.5,20.0,2027-09,1,2027-09,0.78,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,93.4,20.8,20.7,2026-10,1,2026-10,0.62,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,83.3,18.5,20.0,2026-11,1,2026-11,0.62,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,55.1,12.2,20.7,2026-12,1,2026-12,0.62,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,47.3,10.5,20.7,2027-01,2,2027-02,0.62,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,59.2,13.2,18.7,2027-02,1,2027-02,0.62,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,41.6,9.2,20.7,2027-03,2,2027-04,0.62,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,94.5,21.0,20.0,2027-04,1,2027-04,0.62,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,103.5,23.0,20.7,2027-05,1,2027-05,0.62,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,113.6,25.2,20.0,2027-06,1,2027-06,0.62,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,115.9,25.7,20.7,2027-07,1,2027-07,0.62,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,104.6,23.2,20.7,2027-08,1,2027-08,0.62,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,4.5,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),12,101.2,22.5,20.0,2027-09,1,2027-09,0.62,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,166.0,20.8,20.7,2026-10,1,2026-10,0.44,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,148.0,18.5,20.0,2026-11,1,2026-11,0.44,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,98.0,12.2,20.7,2026-12,1,2026-12,0.44,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,84.0,10.5,20.7,2027-01,1,2027-01,0.44,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,105.2,13.2,18.7,2027-02,1,2027-02,0.44,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,74.0,9.2,20.7,2027-03,1,2027-03,0.44,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,168.0,21.0,20.0,2027-04,1,2027-04,0.44,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,184.0,23.0,20.7,2027-05,1,2027-05,0.44,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,202.0,25.2,20.0,2027-06,1,2027-06,0.44,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,206.0,25.7,20.7,2027-07,1,2027-07,0.44,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,186.0,23.2,20.7,2027-08,1,2027-08,0.44,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,8,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),9,180.0,22.5,20.0,2027-09,1,2027-09,0.44,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,166.0,20.8,20.7,2026-10,1,2026-10,0.35,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,148.0,18.5,20.0,2026-11,1,2026-11,0.35,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,98.0,12.2,20.7,2026-12,1,2026-12,0.35,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,84.0,10.5,20.7,2027-01,1,2027-01,0.35,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,105.2,13.2,18.7,2027-02,1,2027-02,0.35,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,74.0,9.2,20.7,2027-03,1,2027-03,0.35,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,168.0,21.0,20.0,2027-04,1,2027-04,0.35,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,184.0,23.0,20.7,2027-05,1,2027-05,0.35,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,202.0,25.2,20.0,2027-06,1,2027-06,0.35,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,206.0,25.7,20.7,2027-07,1,2027-07,0.35,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,186.0,23.2,20.7,2027-08,1,2027-08,0.35,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.956,1.0,8,53,26.5,3,53,+100 slots per missed rare event (M UNDEMONSTRATED),7,180.0,22.5,20.0,2027-09,1,2027-09,0.35,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.956,1.0,10,66,33.0,3,66,+100 slots per missed rare event (M UNDEMONSTRATED),7,207.5,20.8,20.7,2026-10,1,2026-10,0.35,capacity
